x_value,total_1,total_2 
5628,5318201,2672844
5629,5314476,2674276
5630,5321258,2673401
5631,5324258,2678114
5632,5322177,2683832
5633,5328739,2680549
5634,5329476,2677525
5635,5327466,2683365
5636,5325949,2683607
5637,5325361,2679793
5638,5333014,2676067
5639,5335456,2675801
5640,5335180,2680248
5641,5340069,2680326
5642,5345131,2682111
5643,5350447,2681169
5644,5344965,2680379
5645,5343182,2677860
5646,5340570,2677417
5647,5344702,2679357
5648,5350438,2683749
5649,5356549,2679343
5650,5354276,2679054
5651,5353827,2684101
5652,5360005,2681801
5653,5357285,2678100
5654,5364879,2679082
5655,5359945,2677990
5656,5359569,2677926
5657,5360054,2676545
5658,5357453,2680907
5659,5360199,2677122
5660,5362033,2682463
5661,5364258,2688382
5662,5363208,2689049
5663,5364423,2691587
5664,5364680,2690336
5665,5367641,2687482
5666,5368818,2688396
5667,5367284,2692425
5668,5373897,2693481
5669,5375625,2693488
5670,5378298,2694320
5671,5376411,2691464
5672,5373721,2691308
5673,5369537,2695095
5674,5373092,2692977
5675,5377112,2695837
5676,5384575,2691707
5677,5385861,2694199
5678,5393861,2696556
5679,5393598,2701049
5680,5393132,2696522
5681,5392369,2698542
5682,5400179,2700449
5683,5402908,2703349
5684,5397037,2701083
5685,5394540,2699879
5686,5390619,2698670
5687,5389782,2695659
5688,5392036,2700443
5689,5391407,2702771
5690,5386720,2702776
5691,5382694,2705929
5692,5385275,2708415
5693,5387452,2704086
5694,5395312,2709345
5695,5394055,2711264
5696,5398014,2717234
5697,5405484,2718841
5698,5403386,2717601
5699,5401568,2718602
5700,5408372,2723560
5701,5413237,2720303
5702,5410302,2724780
5703,5410720,2720335
5704,5418394,2724541
5705,5423941,2730170
5706,5424759,2725439
5707,5421595,2727835
5708,5423716,2730078
5709,5428646,2726541
5710,5433047,2722955
5711,5439343,2726724
5712,5440905,2724506
5713,5435028,2723236
5714,5437427,2725937
5715,5436911,2728048
5716,5439298,2727948
5717,5442673,2727856
5718,5449276,2728974
5719,5451387,2728278
5720,5453146,2728138
5721,5457640,2728369
5722,5458680,2732314
5723,5453579,2731735
5724,5451859,2727467
5725,5450731,2723214
5726,5457530,2724138
5727,5454509,2725141
5728,5449217,2724538
5729,5446290,2729073
5730,5448051,2730188
5731,5452252,2735603
5732,5448305,2739367
5733,5456111,2742342
5734,5451467,2746703
5735,5446107,2750682
5736,5441076,2753958
5737,5443696,2755773
5738,5442359,2759129
5739,5447412,2764366
5740,5442002,2761072
5741,5448670,2759993
5742,5442980,2763161
5743,5443742,2758325
5744,5447975,2761293
5745,5443138,2759163
5746,5445222,2754312
5747,5450113,2757107
5748,5448116,2761533
5749,5453838,2760827
5750,5448686,2765472
5751,5449315,2766875
5752,5448974,2762620
5753,5456759,2766174
5754,5461981,2770034
5755,5465068,2769861
5756,5466950,2767871
5757,5474873,2765164
5758,5470889,2762062
5759,5472252,2764634
5760,5472746,2764508
5761,5470159,2766183
5762,5471214,2763847
5763,5472844,2769065
5764,5473347,2769658
5765,5476443,2772764
5766,5475245,2778444
5767,5478938,2781844
5768,5483283,2780920
5769,5485915,2782274
5770,5484047,2782589
5771,5487826,2781381
5772,5493101,2786696
5773,5496981,2784115
5774,5504552,2787063
5775,5512512,2787483
5776,5520424,2789321
5777,5526754,2791686
5778,5522423,2794277
5779,5529928,2793574
5780,5533446,2797163
5781,5539608,2793445
5782,5538377,2794513
5783,5543298,2792611
5784,5543993,2790116
5785,5551237,2790128
5786,5551878,2793461
5787,5546306,2790236
5788,5550417,2789494
5789,5555516,2786253
5790,5560912,2789551
5791,5554956,2789536
5792,5549290,2785342
5793,5548420,2781719
5794,5543958,2787421
5795,5542381,2793186
5796,5541607,2798346
5797,5543731,2800649
5798,5545574,2795821
5799,5548750,2799798
5800,5544606,2796371
5801,5547678,2793516
5802,5550193,2798388
5803,5555981,2794249
5804,5563491,2791649
5805,5568544,2789469
5806,5564753,2790369
5807,5570675,2786305
5808,5565435,2789693
5809,5565245,2790069
5810,5567789,2790877
5811,5571296,2795861
5812,5566506,2797146
5813,5572936,2798685
5814,5579776,2796553
5815,5582047,2796791
5816,5584171,2797473
5817,5588407,2797134
5818,5592529,2799845
5819,5598282,2799405
5820,5593659,2798865
5821,5591680,2804339
5822,5586270,2809568
5823,5591776,2813855
5824,5587236,2814751
5825,5585189,2816825
5826,5583106,2819929
5827,5583708,2822122
5828,5590791,2820037
5829,5595302,2822101
5830,5593794,2818626
5831,5597524,2824571
5832,5598653,2821494
5833,5596316,2820788
5834,5603893,2825265
5835,5602393,2824656
5836,5607395,2830057
5837,5604933,2832856
5838,5600440,2837861
5839,5602684,2840224
5840,5608869,2845745
5841,5608739,2843345
5842,5608138,2839502
5843,5603531,2840267
5844,5609261,2840352
5845,5610443,2839957
5846,5604960,2843025
5847,5611728,2846114
5848,5611286,2847018
5849,5619259,2846470
5850,5623862,2845473
5851,5631698,2840716
5852,5634934,2845076
5853,5633970,2845071
5854,5639389,2843795
5855,5647172,2842025
5856,5652390,2838160
5857,5652162,2842949
5858,5654736,2838874
5859,5660893,2841270
5860,5665073,2843597
5861,5660834,2847253
5862,5663231,2848190
5863,5671114,2843999
5864,5669851,2847105
5865,5663914,2849060
5866,5670778,2844557
5867,5674227,2845808
5868,5674368,2847427
5869,5675676,2842743
5870,5680795,2848372
5871,5684196,2850765
5872,5689319,2853970
5873,5694094,2857817
5874,5692745,2858691
5875,5690103,2855173
5876,5693310,2857226
5877,5691448,2860782
5878,5690404,2862346
5879,5696660,2867751
5880,5697691,2871331
5881,5702655,2875527
5882,5706451,2874174
5883,5703826,2872995
5884,5709110,2877670
5885,5707114,2879844
5886,5709124,2884568
5887,5703767,2883582
5888,5698222,2878781
5889,5692783,2874889
5890,5688029,2877130
5891,5695261,2876034
5892,5698507,2873335
5893,5699140,2870028
5894,5705643,2870157
5895,5707000,2870440
5896,5707436,2872499
5897,5709950,2871038
5898,5709334,2867860
5899,5705689,2870018
5900,5707658,2867329
5901,5709130,2866849
5902,5707618,2870877
5903,5708947,2867664
5904,5715198,2867184
5905,5714000,2869439
5906,5721802,2872886
5907,5723470,2871845
5908,5728370,2871125
5909,5729555,2867824
5910,5729532,2863057
5911,5729079,2860768
5912,5730419,2859191
5913,5737962,2859441
5914,5741999,2854461
5915,5747871,2855924
5916,5751829,2860742
5917,5747070,2863831
5918,5752671,2867841
5919,5749207,2867894
5920,5745510,2863048
5921,5741232,2862959
5922,5747636,2862372
5923,5752547,2863640
5924,5759888,2867735
5925,5762011,2868396
5926,5764673,2865709
5927,5770311,2870385
5928,5773992,2873680
5929,5774237,2874537
5930,5776935,2873686
5931,5783833,2874252
5932,5786896,2871022
5933,5792895,2867453
5934,5794461,2862516
5935,5798619,2866347
5936,5794599,2866724
5937,5788990,2864077
5938,5793035,2861441
5939,5800425,2862343
5940,5795325,2867134
5941,5789700,2865422
5942,5790033,2867399
5943,5785753,2868756
5944,5790617,2870556
5945,5796491,2872905
5946,5793376,2874366
5947,5790667,2870120
5948,5792786,2872306
5949,5789405,2874891
5950,5786216,2880181
5951,5792453,2879307
5952,5798275,2875068
5953,5799793,2875843
5954,5806419,2875830
5955,5811559,2878511
5956,5819148,2884106
5957,5819520,2881007
5958,5817504,2878412
5959,5819456,2874137
5960,5823371,2874033
5961,5829956,2876860
5962,5825758,2881719
5963,5823001,2881940
5964,5830104,2883274
5965,5825643,2881071
5966,5825708,2884554
5967,5825591,2879915
5968,5821495,2878865
5969,5819335,2882112
5970,5826976,2879139
5971,5823893,2885025
5972,5830398,2885483
5973,5828284,2887011
5974,5836187,2882266
5975,5833699,2885404
5976,5836190,2891384
5977,5835678,2889673
5978,5830706,2893675
5979,5836280,2890828
5980,5831839,2887414
5981,5826010,2890876
5982,5820517,2888789
5983,5825274,2891983
5984,5830352,2897979
5985,5833730,2896660
5986,5830486,2897405
5987,5835644,2899474
5988,5835192,2896770
5989,5831823,2901904
5990,5835819,2902272
5991,5830822,2904512
5992,5831549,2907525
5993,5826462,2911622
5994,5827798,2912697
5995,5824107,2918155
5996,5829838,2923673
5997,5827346,2927346
5998,5831503,2926719
5999,5832762,2932680
6000,5834630,2930806
6001,5840067,2925850
6002,5838535,2929434
6003,5836498,2932288
6004,5832372,2937893
6005,5828443,2936939
6006,5829206,2938377
6007,5827429,2941769
6008,5831338,2945671
6009,5828224,2946078
6010,5824484,2941090
6011,5822726,2937814
6012,5825817,2932850
6013,5825210,2935795
6014,5821440,2933013
6015,5827228,2934734
6016,5833106,2933646
6017,5837898,2939323
6018,5833021,2938900
6019,5830625,2935807
6020,5825430,2933087
6021,5832132,2938137
6022,5829634,2943076
6023,5830664,2946619
6024,5836907,2949929
6025,5839678,2953783
6026,5842408,2954417
6027,5839476,2953595
6028,5839763,2953511
6029,5847169,2953249
6030,5842279,2949352
6031,5844345,2944756
6032,5841438,2948064
6033,5836341,2953658
6034,5833273,2953177
6035,5838131,2958311
6036,5841410,2955900
6037,5840296,2960624
6038,5843994,2956982
6039,5841023,2959645
6040,5847640,2959775
6041,5850605,2961276
6042,5850072,2962029
6043,5853395,2963230
6044,5853285,2968501
6045,5857699,2971825
6046,5863327,2976881
6047,5864958,2978942
6048,5871220,2976724
6049,5878884,2974814
6050,5879627,2979982
6051,5881138,2978549
6052,5876844,2974428
6053,5882852,2970112
6054,5890635,2972723
6055,5895259,2975449
6056,5891762,2980841
6057,5897681,2979063
6058,5896746,2977709
6059,5903561,2983446
6060,5907771,2981834
6061,5903761,2982361
6062,5898465,2986235
6063,5902828,2991070
6064,5901741,2991437
6065,5899698,2994172
6066,5898719,2998881
6067,5897057,2998242
6068,5898740,2998822
6069,5895890,3003174
6070,5903024,3006005
6071,5902555,3001693
6072,5900782,3003657
6073,5908527,3007350
6074,5907206,3002735
6075,5902828,3003364
6076,5908510,3005943
6077,5907882,3008905
6078,5914866,3005668
6079,5921139,3005802
6080,5920528,3008503
6081,5923097,3005587
6082,5917423,3005596
6083,5919164,3011159
6084,5926091,3008511
6085,5921866,3005719
6086,5915982,3005393
6087,5913765,3000478
6088,5917274,3005174
6089,5925075,3007061
6090,5922712,3003372
6091,5918445,3009198
6092,5920141,3008116
6093,5924230,3007894
6094,5926124,3005232
6095,5928452,3008663
6096,5927970,3004897
6097,5932139,3000994
6098,5934107,3006296
6099,5935878,3008338
6100,5940820,3012959
6101,5947668,3015288
6102,5949482,3011477
6103,5952499,3009844
6104,5955317,3008723
6105,5954717,3012450
6106,5949496,3010816
6107,5949219,3013876
6108,5956242,3018033
6109,5954039,3015749
6110,5950309,3013510
6111,5945337,3014845
6112,5949050,3018296
6113,5951314,3018034
6114,5950048,3020313
6115,5950425,3018581
6116,5948439,3018228
6117,5947589,3015219
6118,5944747,3012206
6119,5951578,3014074
6120,5948266,3011568
6121,5954598,3013283
6122,5958880,3012282
6123,5963456,3007838
6124,5958831,3007528
6125,5966108,3003403
6126,5969468,3005349
6127,5974299,3010189
6128,5980171,3006268
6129,5985446,3012143
6130,5986155,3017275
6131,5988720,3020870
6132,5991061,3026225
6133,5995905,3026955
6134,5991454,3026530
6135,5988458,3032212
6136,5983905,3034971
6137,5982769,3032343
6138,5982902,3032462
6139,5990186,3028162
6140,5988385,3024955
6141,5992552,3022774
6142,5987948,3020305
6143,5982003,3016184
6144,5977466,3014875
6145,5976439,3020272
6146,5971078,3016809
6147,5974197,3016482
6148,5975958,3019963
6149,5972976,3017569
6150,5976452,3018478
6151,5973954,3014557
6152,5970579,3019380
6153,5969876,3015316
6154,5973058,3014991
6155,5975681,3011564
6156,5971383,3010718
6157,5969352,3008249
6158,5967805,3009971
6159,5971232,3015817
6160,5978937,3019277
6161,5975560,3023944
6162,5983022,3026576
6163,5986881,3023864
6164,5987333,3019612
6165,5990413,3023825
6166,5985452,3028447
6167,5987932,3033445
6168,5993048,3032999
6169,5989882,3035570
6170,5993829,3037224
6171,5993474,3034474
6172,5996499,3034217
6173,5998778,3029720
6174,5993668,3030644
6175,5992036,3028145
6176,5988860,3023902
6177,5985433,3022532
6178,5981803,3024028
6179,5976152,3022977
6180,5975060,3020137
6181,5971473,3018901
6182,5977045,3014002
6183,5981147,3018498
6184,5983014,3014020
6185,5978508,3015436
6186,5980891,3017514
6187,5983290,3013840
6188,5986276,3017870
6189,5990512,3022694
6190,5990119,3021305
6191,5985939,3023303
6192,5984101,3019098
6193,5982976,3022140
6194,5985133,3019065
6195,5981881,3018734
6196,5981226,3018502
6197,5976390,3019767
6198,5974435,3017530
6199,5976040,3014587
6200,5974539,3010099
6201,5982166,3010248
6202,5986564,3008843
6203,5994259,3013884
6204,5995690,3019499
6205,5996946,3019223
6206,5992409,3020133
6207,5995503,3016953
6208,5994684,3012761
6209,6001665,3014877
6210,6000292,3016911
6211,6001874,3021715
6212,6008609,3026860
6213,6008156,3022424
6214,6002706,3028153
6215,6006853,3030515
6216,6001226,3036405
6217,6008619,3038907
6218,6011646,3044399
6219,6008172,3043378
6220,6008036,3041692
6221,6009228,3038518
6222,6005014,3036826
6223,6002280,3038215
6224,6003852,3042283
6225,6003320,3043212
6226,6000214,3038849
6227,6006355,3037388
6228,6003192,3033986
6229,6001792,3033481
6230,6004634,3034399
6231,6004058,3033743
6232,5999964,3035923
6233,6002740,3034345
6234,6002307,3038417
6235,5996839,3034986
6236,5997245,3033074
6237,5991358,3029132
6238,5995488,3031024
6239,5990194,3032292
6240,5988871,3028618
6241,5992289,3028191
6242,5994852,3033379
6243,6000233,3036450
6244,5995384,3039138
6245,5993769,3035059
6246,5998411,3033817
6247,6001846,3035741
6248,5998760,3032114
6249,5997475,3034483
6250,5995265,3038480
6251,5994404,3038990
6252,5999669,3041492
6253,5997880,3043377
6254,6005067,3049357
6255,6002600,3054732
6256,6007254,3059948
6257,6006026,3059016
6258,6004959,3058100
6259,6008865,3059292
6260,6011273,3062131
6261,6012614,3057604
6262,6015452,3059731
6263,6013851,3055521
6264,6009529,3055340
6265,6015545,3061097
6266,6022005,3061730
6267,6016810,3063886
6268,6015378,3061008
6269,6019648,3057027
6270,6026753,3061111
6271,6026826,3058932
6272,6030105,3055959
6273,6028282,3054824
6274,6026216,3058691
6275,6030163,3056353
6276,6029702,3053269
6277,6026140,3053759
6278,6021649,3049843
6279,6023008,3049909
6280,6026226,3051109
6281,6027402,3048659
6282,6031625,3053443
6283,6027355,3057800
6284,6024544,3062059
6285,6020338,3060813
6286,6014954,3066045
6287,6015453,3068767
6288,6019621,3069155
6289,6022020,3072725
6290,6024956,3069339
6291,6030277,3065489
6292,6032048,3066967
6293,6035343,3071932
6294,6036503,3076459
6295,6043059,3078935
6296,6041767,3077283
6297,6045141,3080065
6298,6043511,3080243
6299,6040418,3085726
6300,6046405,3089041
6301,6049973,3093197
6302,6053582,3097317
6303,6058453,3098013
6304,6059090,3098284
6305,6056922,3100088
6306,6052292,3106059
6307,6051904,3104715
6308,6056431,3100119
6309,6060670,3105649
6310,6058302,3105185
6311,6059696,3100851
6312,6064759,3102502
6313,6070422,3104513
6314,6069259,3109886
6315,6070282,3107705
6316,6076355,3107925
6317,6078671,3103488
6318,6079709,3100343
6319,6084534,3102257
6320,6089991,3105320
6321,6096340,3101193
6322,6096356,3104944
6323,6090365,3103939
6324,6095520,3104499
6325,6092034,3102161
6326,6099570,3104654
6327,6099553,3103072
6328,6106324,3099323
6329,6108504,3096864
6330,6107743,3100119
6331,6110409,3104997
6332,6112965,3107479
6333,6109733,3107695
6334,6112718,3106637
6335,6109151,3103353
6336,6115921,3100685
6337,6112098,3105383
6338,6112518,3105254
6339,6120010,3104728
6340,6121646,3104274
6341,6124536,3104716
6342,6126568,3100708
6343,6126585,3104131
6344,6124692,3103195
6345,6123629,3100567
6346,6125426,3098740
6347,6128418,3093830
6348,6136407,3097925
6349,6142622,3094747
6350,6149084,3097885
6351,6148454,3094035
6352,6156211,3092119
6353,6158824,3092296
6354,6157408,3093885
6355,6158041,3096065
6356,6156061,3095313
6357,6162727,3095053
6358,6168662,3092119
6359,6171141,3089467
6360,6174346,3085552
6361,6169425,3081420
6362,6174171,3080573
6363,6175682,3076098
6364,6175549,3080925
6365,6174096,3079530
6366,6175912,3075779
6367,6176569,3077711
6368,6181495,3079108
6369,6185038,3083969
6370,6184515,3080703
6371,6189070,3079268
6372,6194598,3085097
6373,6195286,3082278
6374,6193888,3081127
6375,6189430,3076885
6376,6196468,3078699
6377,6192768,3076766
6378,6187488,3076496
6379,6186569,3073132
6380,6187860,3079072
6381,6186533,3075742
6382,6193726,3071153
6383,6200204,3076513
6384,6207677,3081748
6385,6208015,3080215
6386,6206591,3080395
6387,6210548,3083926
6388,6205921,3079469
6389,6203716,3075479
6390,6205126,3073196
6391,6202280,3069498
6392,6209184,3071696
6393,6214795,3067569
6394,6210105,3070178
6395,6208427,3071763
6396,6206517,3069475
6397,6206290,3065961
6398,6203728,3067592
6399,6210918,3062929
6400,6205295,3066631
6401,6213237,3068414
6402,6217667,3073376
6403,6213543,3075194
6404,6217722,3070704
6405,6212608,3072765
6406,6209235,3072144
6407,6208784,3071332
6408,6213876,3068631
6409,6219278,3064509
6410,6226881,3066851
6411,6222643,3071843
6412,6230460,3077089
6413,6232730,3073154
6414,6230989,3075814
6415,6236893,3078241
6416,6242046,3078301
6417,6245138,3078070
6418,6249855,3080248
6419,6256931,3082985
6420,6251467,3083029
6421,6250862,3085699
6422,6257030,3089261
6423,6256874,3092924
6424,6264429,3091964
6425,6271558,3090165
6426,6274321,3092373
6427,6281752,3088102
6428,6276342,3091051
6429,6276601,3096792
6430,6271113,3093102
6431,6269669,3092495
6432,6275408,3097501
6433,6276090,3100092
6434,6271540,3100807
6435,6274417,3100425
6436,6280803,3097862
6437,6286251,3096292
6438,6282298,3092881
6439,6284521,3098319
6440,6285184,3097131
6441,6290945,3094050
6442,6297065,3091615
6443,6299112,3097599
6444,6293577,3094340
6445,6301228,3092861
6446,6308845,3088355
6447,6306391,3091723
6448,6304156,3095868
6449,6303909,3100966
6450,6304581,3098432
6451,6300195,3100098
6452,6304259,3103644
6453,6307274,3105710
6454,6302369,3111707
6455,6303829,3116546
6456,6304964,3116352
6457,6300586,3122297
6458,6295691,3122399
6459,6303082,3123513
6460,6297495,3122931
6461,6300761,3118470
6462,6300124,3117415
6463,6295073,3122762
6464,6295823,3125890
6465,6289833,3121212
6466,6295613,3120567
6467,6290811,3125277
6468,6289009,3126587
6469,6295914,3124335
6470,6301267,3123636
6471,6299969,3129235
6472,6304142,3126203
6473,6301008,3124914
6474,6303684,3126451
6475,6302663,3122665
6476,6298775,3128268
6477,6302485,3129166
6478,6305974,3130862
6479,6309643,3132137
6480,6315731,3131144
6481,6319489,3126872
6482,6315609,3127462
6483,6319614,3125358
6484,6316557,3121874
6485,6315602,3119120
6486,6318058,3124585
6487,6312458,3121341
6488,6309335,3120578
6489,6307259,3118187
6490,6313045,3121485
6491,6307948,3122119
6492,6307287,3120685
6493,6313263,3123192
6494,6316900,3118264
6495,6311741,3114504
6496,6309127,3110170
6497,6306471,3112351
6498,6306629,3108302
6499,6305184,3103467
6500,6305516,3107569
6501,6309182,3105108
6502,6311659,3107502
6503,6306742,3110780
6504,6301149,3110776
6505,6304025,3114791
6506,6304899,3110774
6507,6307929,3107584
6508,6308368,3105040
6509,6313539,3105732
6510,6310865,3106868
6511,6305743,3103081
6512,6304212,3099167
6513,6310494,3095764
6514,6313497,3094261
6515,6307997,3090547
6516,6312047,3088905
6517,6311054,3085321
6518,6312063,3081324
6519,6314611,3078300
6520,6316025,3073475
6521,6318057,3070898
6522,6315478,3074024
6523,6322620,3073321
6524,6320598,3078234
6525,6322801,3084110
6526,6318629,3088829
6527,6318103,3087988
6528,6315389,3093636
6529,6320401,3092640
6530,6323065,3093758
6531,6329236,3089272
6532,6334839,3093708
6533,6329571,3094539
6534,6331660,3095358
6535,6330720,3092536
6536,6333393,3089566
6537,6334296,3086231
6538,6330094,3084674
6539,6330479,3086977
6540,6330314,3090551
6541,6330440,3090847
6542,6330548,3089845
6543,6329607,3087294
6544,6326846,3087670
6545,6325428,3083386
6546,6324523,3081593
6547,6325147,3086571
6548,6328730,3081857
6549,6329903,3086052
6550,6324335,3084091
6551,6320836,3084546
6552,6323580,3086649
6553,6322748,3091329
6554,6323113,3095207
6555,6329271,3090622
6556,6326235,3086441
6557,6327937,3082835
6558,6333359,3085289
6559,6337047,3082435
6560,6341881,3087979
6561,6347556,3085417
6562,6352297,3090480
6563,6352084,3090488
6564,6348989,3096069
6565,6354140,3094963
6566,6349768,3094229
6567,6354647,3091947
6568,6360296,3092069
6569,6361933,3089827
6570,6363018,3093453
6571,6361785,3091956
6572,6358709,3094300
6573,6366453,3097068
6574,6370873,3101031
6575,6375369,3100758
6576,6381773,3097556
6577,6383256,3103027
6578,6387159,3098836
6579,6383004,3095902
6580,6381514,3097324
6581,6383361,3101694
6582,6388121,3105362
6583,6385365,3102804
6584,6392948,3101847
6585,6387791,3106048
6586,6393176,3102520
6587,6394896,3103299
6588,6389801,3103139
6589,6393390,3104510
6590,6390515,3103612
6591,6398429,3101403
6592,6396311,3100265
6593,6392052,3103038
6594,6393487,3107513
6595,6388893,3111601
6596,6393536,3111257
6597,6399941,3106714
6598,6395711,3104365
6599,6403097,3104471
6600,6403300,3102698
6601,6397502,3099909
6602,6399424,3103716
6603,6401139,3101795
6604,6398080,3105048
6605,6392563,3109915
6606,6392013,3105328
6607,6387292,3100990
6608,6384487,3097019
6609,6390217,3094170
6610,6395854,3099553
6611,6400392,3105336
6612,6406562,3110393
6613,6412764,3107079
6614,6419882,3105559
6615,6414036,3107568
6616,6411590,3107532
6617,6408687,3108008
6618,6414120,3112621
6619,6413378,3108415
6620,6408593,3106597
6621,6409235,3108413
6622,6417176,3105367
6623,6421612,3104085
6624,6424482,3107220
6625,6430819,3104470
6626,6436007,3106215
6627,6438745,3108500
6628,6433370,3111913
6629,6431003,3116786
6630,6435139,3115129
6631,6431350,3116433
6632,6431634,3118534
6633,6432381,3121522
6634,6438068,3123429
6635,6440485,3118661
6636,6437811,3117977
6637,6439683,3117394
6638,6441494,3117438
6639,6442944,3117855
6640,6437876,3121638
6641,6432853,3123840
6642,6440029,3126739
6643,6438643,3132464
6644,6443881,3132954
6645,6440033,3135426
6646,6443630,3135130
6647,6437866,3138166
6648,6437808,3141422
6649,6433098,3147035
6650,6433466,3149955
6651,6429058,3153397
6652,6432981,3153954
6653,6428584,3153320
6654,6425622,3152253
6655,6424471,3154994
6656,6429314,3156966
6657,6430918,3156894
6658,6427182,3154567
6659,6423196,3154146
6660,6422000,3157233
6661,6417650,3161731
6662,6420447,3157820
6663,6416223,3156425
6664,6417262,3161198
6665,6421379,3160207
6666,6429369,3165655
6667,6434974,3162009
6668,6437802,3163572
6669,6443582,3159462
6670,6438340,3154704
6671,6445644,3151310
6672,6453093,3148143
6673,6458418,3145664
6674,6455071,3145205
6675,6452963,3141817
6676,6454555,3143709
6677,6459324,3149201
6678,6465270,3153321
6679,6460828,3153267
6680,6455965,3152081
6681,6462583,3152393
6682,6456971,3154709
6683,6464779,3158966
6684,6463365,3160973
6685,6460252,3159202
6686,6458350,3155581
6687,6457616,3153176
6688,6458174,3154834
6689,6455505,3160022
6690,6453483,3156350
6691,6456696,3152769
6692,6452887,3148047
6693,6459838,3150579
6694,6464496,3150649
6695,6466649,3149546
6696,6462117,3145085
6697,6460893,3148893
6698,6467631,3152038
6699,6475111,3149176
6700,6474217,3153194
6701,6473457,3155166
6702,6479817,3154960
6703,6481307,3159577
6704,6477912,3163293
6705,6483714,3159452
6706,6487845,3155639
6707,6490693,3161466
6708,6491492,3160559
6709,6495484,3160762
6710,6500886,3161534
6711,6498141,3157103
6712,6498737,3158386
6713,6505442,3155960
6714,6505510,3152888
6715,6510327,3156856
6716,6513041,3162729
6717,6508408,3164930
6718,6514482,3170482
6719,6514815,3167461
6720,6513988,3170532
6721,6518098,3173384
6722,6517041,3177768
6723,6521324,3175354
6724,6515853,3177986
6725,6518103,3182303
6726,6513221,3180569
6727,6511893,3179780
6728,6508105,3182956
6729,6503642,3185997
6730,6500180,3186666
6731,6507829,3181757
6732,6511092,3184800
6733,6505584,3185927
6734,6511059,3182008
6735,6505941,3177805
6736,6507615,3179021
6737,6511562,3179694
6738,6509148,3175899
6739,6513659,3176949
6740,6508384,3173805
6741,6504245,3171149
6742,6510053,3169662
6743,6513891,3165362
6744,6516009,3164621
6745,6521558,3167247
6746,6525546,3167941
6747,6523777,3167050
6748,6519591,3171429
6749,6520881,3170398
6750,6528300,3172150
6751,6533424,3172335
6752,6533309,3175321
6753,6531055,3176044
6754,6535573,3178111
6755,6536966,3177124
6756,6540669,3179934
6757,6546398,3177435
6758,6544889,3178598
6759,6544838,3183638
6760,6541631,3186784
6761,6544341,3188018
6762,6543713,3183758
6763,6549344,3182652
6764,6554012,3185412
6765,6556254,3180700
6766,6558237,3183750
6767,6562609,3186737
6768,6557244,3188237
6769,6559288,3192143
6770,6567109,3194957
6771,6561186,3192725
6772,6565967,3196232
6773,6573725,3193181
6774,6570882,3196383
6775,6567077,3193230
6776,6567004,3192486
6777,6562826,3196215
6778,6562882,3196150
6779,6570548,3199703
6780,6567001,3198830
6781,6562892,3204026
6782,6561909,3205802
6783,6559096,3211155
6784,6559339,3215477
6785,6554969,3217470
6786,6554673,3222340
6787,6549356,3222022
6788,6544890,3220333
6789,6543740,3222245
6790,6544493,3223773
6791,6546141,3221509
6792,6548714,3224090
6793,6545267,3223139
6794,6543943,3226865
6795,6544831,3228172
6796,6545801,3231347
6797,6551337,3236729
6798,6552905,3239361
6799,6559692,3237584
6800,6558860,3235355
6801,6554752,3234930
6802,6557966,3238319
6803,6564845,3233768
6804,6565629,3239333
6805,6563322,3235278
6806,6567205,3237723
6807,6565908,3242947
6808,6563326,3245965
6809,6561228,3241305
6810,6563467,3237942
6811,6567064,3238487
6812,6565189,3234729
6813,6566185,3230016
6814,6574083,3227408
6815,6579583,3230661
6816,6586898,3231904
6817,6588866,3233017
6818,6585759,3237277
6819,6585618,3235896
6820,6586437,3237201
6821,6586305,3242541
6822,6586535,3238213
6823,6591261,3238046
6824,6597430,3235124
6825,6602251,3230696
6826,6607496,3234487
6827,6611947,3240033
6828,6615977,3238133
6829,6621020,3237544
6830,6621602,3234655
6831,6629198,3240626
6832,6632886,3238828
6833,6633517,3235873
6834,6631298,3238097
6835,6635356,3237737
6836,6638972,3237025
6837,6643821,3236211
6838,6647648,3237674
6839,6648356,3235907
6840,6651400,3235067
6841,6657844,3230906
6842,6665471,3231216
6843,6662877,3233617
6844,6667760,3230304
6845,6665991,3228872
6846,6664283,3227752
6847,6664983,3229244
6848,6672262,3234599
6849,6677805,3232253
6850,6678900,3238197
6851,6680075,3237516
6852,6685338,3238302
6853,6685660,3242361
6854,6681267,3239546
6855,6676445,3237344
6856,6678529,3233949
6857,6674834,3231092
6858,6681759,3226256
6859,6680710,3231553
6860,6678177,3236571
6861,6674908,3233991
6862,6682377,3235427
6863,6676568,3230558
6864,6678779,3235902
6865,6680460,3238116
6866,6687010,3240964
6867,6686566,3246643
6868,6693785,3250639
6869,6688344,3256021
6870,6693364,3256449
6871,6696532,3256646
6872,6704205,3253463
6873,6699104,3257494
6874,6698254,3261832
6875,6700132,3264567
6876,6701445,3261685
6877,6708932,3267177
6878,6709424,3264646
6879,6714348,3263000
6880,6712548,3264100
6881,6707351,3265983
6882,6706324,3270672
6883,6702592,3274838
6884,6702218,3274065
6885,6698167,3277393
6886,6703767,3275336
6887,6701963,3279243
6888,6701604,3274714
6889,6704293,3279803
6890,6708323,3276448
6891,6708224,3279186
6892,6704182,3283558
6893,6701365,3284607
6894,6697846,3289088
6895,6692735,3292712
6896,6694500,3292092
6897,6689706,3287272
6898,6689069,3288773
